NLMK;D;191217;000000;141.9900000;142.5800000;140.6000000;141.5500000;2438700
NLMK;D;201217;000000;141.0300000;143.1200000;140.2300000;141.8500000;2232890
NLMK;D;211217;000000;142.2700000;146.9500000;141.1900000;145.7500000;3073750
NLMK;D;221217;000000;145.4000000;146.5000000;143.6800000;146.5000000;1402370
NLMK;D;251217;000000;146.2700000;146.2900000;144.6500000;145.0000000;542400
NLMK;D;261217;000000;145.1200000;148.9700000;145.0100000;147.2300000;2468820
NLMK;D;271217;000000;147.0200000;148.7000000;145.5000000;148.2500000;2410290
NLMK;D;281217;000000;147.8800000;149.3000000;146.5200000;147.0000000;2065020
NLMK;D;291217;000000;146.6400000;148.4700000;146.6400000;147.2200000;2085520
NLMK;D;030118;000000;147.8200000;149.5800000;147.7000000;149.0000000;1700950
NLMK;D;040118;000000;148.5400000;153.0200000;148.2500000;153.0000000;3517380
NLMK;D;050118;000000;148.5000000;149.6500000;146.1000000;146.4600000;6704590
NLMK;D;090118;000000;147.1700000;149.2600000;145.0300000;149.2500000;4598190
NLMK;D;100118;000000;148.8300000;149.9000000;147.3400000;149.9000000;2653480
NLMK;D;110118;000000;149.7800000;151.6300000;148.6200000;150.4000000;2261220
NLMK;D;120118;000000;149.8500000;153.9100000;149.1100000;153.5900000;3002490
NLMK;D;150118;000000;153.5000000;154.8000000;152.2100000;152.5000000;2471600
NLMK;D;160118;000000;152.3300000;152.8000000;148.6600000;150.8800000;3259180
NLMK;D;170118;000000;150.1000000;151.9400000;148.1200000;151.7000000;3121350
NLMK;D;180118;000000;151.5100000;153.0000000;150.3100000;152.8000000;3927820
NLMK;D;190118;000000;152.4900000;155.8100000;151.5100000;154.9500000;3725840
NLMK;D;220118;000000;155.0000000;157.4400000;153.9200000;157.1400000;4397610
NLMK;D;230118;000000;156.7900000;157.0200000;151.0000000;153.7000000;3159460
NLMK;D;240118;000000;153.0000000;153.4500000;150.0500000;150.7000000;2948060
NLMK;D;250118;000000;150.7000000;155.7900000;150.1400000;154.0000000;5124710
NLMK;D;260118;000000;153.9700000;153.9900000;150.6000000;153.9300000;2801420
NLMK;D;290118;000000;153.3000000;154.9000000;152.0000000;153.1900000;1945040
NLMK;D;300118;000000;152.0200000;152.3500000;149.6000000;150.9000000;2419720
NLMK;D;310118;000000;150.7500000;150.7600000;147.0000000;147.0000000;3330000
NLMK;D;010218;000000;147.4100000;150.6300000;145.7400000;150.4000000;3090820
NLMK;D;020218;000000;150.1000000;150.8000000;145.3800000;146.1400000;3892050
NLMK;D;050218;000000;145.6600000;147.1000000;142.3100000;147.1000000;4088340
NLMK;D;060218;000000;144.0600000;145.9900000;139.4100000;144.7800000;6608970
NLMK;D;070218;000000;144.9700000;148.0000000;144.9700000;146.0500000;4900590
NLMK;D;080218;000000;146.7000000;146.7000000;141.2400000;143.0000000;3904260
NLMK;D;090218;000000;141.0000000;142.5000000;137.7700000;137.9500000;6348150
NLMK;D;120218;000000;139.0500000;144.9800000;138.9600000;143.7000000;5446580
NLMK;D;130218;000000;143.8000000;148.8400000;143.1400000;148.7900000;4953740
NLMK;D;140218;000000;148.5000000;149.7800000;145.3300000;147.6800000;4946050
NLMK;D;150218;000000;148.6000000;149.2000000;146.8400000;148.0500000;3464520
NLMK;D;160218;000000;148.7900000;150.0000000;147.6500000;149.2400000;2933760
NLMK;D;190218;000000;149.9900000;153.5900000;149.2800000;152.8900000;4316380
NLMK;D;200218;000000;152.3900000;156.0000000;151.5000000;153.0000000;6502540
NLMK;D;210218;000000;152.9200000;152.9200000;147.8900000;148.3000000;5280800
NLMK;D;220218;000000;148.1700000;149.9500000;146.1500000;148.5600000;4781570
NLMK;D;260218;000000;149.3400000;150.9000000;147.0000000;148.7300000;4213590
NLMK;D;270218;000000;148.4800000;148.4800000;145.5000000;146.6500000;3591380
NLMK;D;280218;000000;145.9000000;147.5000000;144.2900000;146.1000000;4787500
NLMK;D;010318;000000;146.1000000;147.7500000;145.0600000;145.8300000;2762730
NLMK;D;020318;000000;145.3700000;145.7900000;141.6300000;144.4500000;3371910
NLMK;D;050318;000000;143.7200000;147.4000000;143.3000000;146.9000000;3116020
NLMK;D;060318;000000;146.6600000;147.2700000;143.7800000;145.3600000;3052070
NLMK;D;070318;000000;144.5100000;146.3700000;143.0900000;146.3000000;5256110
NLMK;D;090318;000000;145.5100000;146.0000000;144.2200000;145.5500000;3289090
NLMK;D;120318;000000;145.0500000;149.4500000;145.0500000;149.4500000;3796410
NLMK;D;130318;000000;149.3100000;150.9900000;147.8000000;150.9900000;4522900
NLMK;D;140318;000000;149.9900000;152.4300000;148.3400000;150.0000000;4565140
NLMK;D;150318;000000;149.7400000;150.3900000;147.3400000;148.2700000;4749010
NLMK;D;160318;000000;148.3100000;155.7900000;146.2400000;153.0000000;13311900
NLMK;D;190318;000000;153.7000000;154.4400000;147.8100000;148.2000000;4415730
NLMK;D;200318;000000;149.0300000;149.4800000;146.5100000;148.0400000;4930160
NLMK;D;210318;000000;148.0000000;149.9700000;147.6000000;148.5000000;3319450
NLMK;D;220318;000000;148.2000000;149.4200000;147.0000000;149.2000000;2556410
NLMK;D;230318;000000;147.0000000;148.5400000;143.6100000;148.5400000;5304070
NLMK;D;260318;000000;147.9000000;148.6700000;146.3500000;146.3500000;2733860
NLMK;D;270318;000000;147.0000000;148.9600000;146.1500000;146.6300000;3264370
NLMK;D;280318;000000;146.6000000;147.2700000;141.5500000;142.0600000;3316490
NLMK;D;290318;000000;142.8800000;144.9800000;142.3100000;144.2200000;2780140
NLMK;D;300318;000000;144.5900000;145.3400000;143.5000000;143.5000000;979690
NLMK;D;020418;000000;144.2000000;146.1000000;142.5800000;142.5800000;1416320
NLMK;D;030418;000000;143.4600000;144.4500000;141.6000000;144.2500000;2086100
NLMK;D;040418;000000;144.3000000;145.3200000;142.7000000;145.2800000;2118040
NLMK;D;050418;000000;145.5300000;149.1400000;145.5300000;148.9000000;2628710
NLMK;D;060418;000000;147.2400000;153.7000000;147.2200000;150.4200000;4596100
NLMK;D;090418;000000;149.9600000;150.7200000;138.6300000;143.3100000;8348140
NLMK;D;100418;000000;143.3000000;155.2500000;143.0000000;151.8200000;7181290
NLMK;D;110418;000000;151.5000000;154.7100000;149.1000000;150.8200000;4623350
NLMK;D;120418;000000;151.8100000;152.0000000;147.1400000;148.0000000;3816040
NLMK;D;130418;000000;148.0800000;151.7000000;147.0100000;147.1100000;4356220
NLMK;D;160418;000000;147.9700000;148.8400000;143.1900000;145.0000000;4289760
NLMK;D;170418;000000;146.0000000;148.1900000;144.3600000;148.1900000;4421160
NLMK;D;180418;000000;148.0600000;151.9700000;148.0600000;151.5000000;4074910
NLMK;D;190418;000000;151.0600000;151.8600000;149.0100000;151.0000000;2462410
NLMK;D;200418;000000;150.2200000;153.6900000;149.7500000;151.8100000;1746910
NLMK;D;230418;000000;151.8100000;153.9000000;150.9000000;153.9000000;3747110
NLMK;D;240418;000000;154.0500000;155.9600000;153.0400000;154.6500000;5041850
NLMK;D;250418;000000;154.1000000;158.9300000;153.1400000;158.1500000;3475120
NLMK;D;260418;000000;158.6400000;161.6100000;157.4200000;160.5000000;4177930
NLMK;D;270418;000000;161.0700000;162.9000000;160.8000000;162.0500000;2898660
NLMK;D;280418;000000;162.3100000;163.4300000;161.1200000;163.3500000;585990
NLMK;D;300418;000000;163.2100000;164.1700000;158.2500000;161.1600000;3956770
NLMK;D;020518;000000;162.1800000;162.1800000;157.7400000;157.7400000;3844310
NLMK;D;030518;000000;158.2500000;159.4000000;153.3400000;153.3400000;7228170
NLMK;D;040518;000000;154.4500000;155.4700000;153.1800000;153.8000000;4008020
NLMK;D;070518;000000;154.3500000;158.6900000;154.3400000;157.4000000;3205770
NLMK;D;080518;000000;157.4000000;157.8800000;154.5000000;157.8800000;5127130
NLMK;D;100518;000000;157.8800000;158.3500000;154.0000000;154.7000000;6041360
NLMK;D;110518;000000;155.2000000;157.8800000;154.8000000;157.8800000;5081520
NLMK;D;140518;000000;157.7000000;163.2900000;155.9700000;163.2700000;5854790
NLMK;D;150518;000000;163.2700000;163.9500000;158.8100000;158.8100000;4984700
NLMK;D;160518;000000;159.0800000;161.7900000;157.4400000;161.4100000;6145780
NLMK;D;170518;000000;161.7800000;162.2500000;159.2000000;159.3200000;3083090
NLMK;D;180518;000000;159.5500000;164.2600000;159.3700000;162.5000000;3387310
NLMK;D;210518;000000;163.1600000;163.5800000;161.3000000;161.5600000;2347070
NLMK;D;220518;000000;161.9000000;162.1600000;159.6000000;159.9400000;1786650
NLMK;D;230518;000000;159.9400000;164.9000000;159.0500000;159.5000000;3124210
NLMK;D;240518;000000;160.0000000;163.0000000;159.6100000;163.0000000;2565460
NLMK;D;250518;000000;163.0300000;164.5200000;161.4200000;162.8500000;3501070
NLMK;D;280518;000000;163.0000000;164.0000000;162.3500000;162.7500000;756550
NLMK;D;290518;000000;163.4900000;163.9500000;161.0000000;161.6500000;2829770
NLMK;D;300518;000000;161.2600000;164.8200000;161.2600000;163.2700000;3079860
NLMK;D;310518;000000;164.3600000;166.2200000;163.1500000;163.1500000;6985670
NLMK;D;010618;000000;164.2300000;164.9300000;162.0000000;162.0000000;2830200
NLMK;D;040618;000000;162.8100000;167.6900000;161.5200000;167.6600000;4234310
NLMK;D;050618;000000;167.7200000;171.6700000;166.8600000;171.3000000;3361430
NLMK;D;060618;000000;170.5500000;173.7500000;170.2800000;170.6700000;3699860
NLMK;D;070618;000000;171.4900000;173.3000000;171.0100000;172.1900000;2586380
NLMK;D;080618;000000;171.9500000;173.1700000;168.5900000;168.8600000;4190070
NLMK;D;090618;000000;169.7000000;171.4900000;169.0000000;171.2700000;245530
NLMK;D;110618;000000;171.4600000;173.2700000;169.9300000;170.5000000;2941780
NLMK;D;130618;000000;171.0200000;173.3200000;170.8500000;171.0100000;2139400
NLMK;D;140618;000000;171.3200000;171.7500000;169.1100000;169.1100000;1998780
NLMK;D;150618;000000;169.9100000;170.1300000;168.5100000;168.5700000;4643760
NLMK;D;180618;000000;169.1800000;170.6900000;166.8800000;167.3000000;5955640
NLMK;D;190618;000000;159.5000000;159.5000000;151.0000000;153.6800000;7096980
NLMK;D;200618;000000;154.5000000;156.9700000;154.5000000;155.0100000;3214360
NLMK;D;210618;000000;155.7900000;158.1900000;154.5300000;157.4400000;3395810
NLMK;D;220618;000000;157.9000000;159.1800000;156.2500000;157.7400000;2252200
NLMK;D;250618;000000;157.5000000;159.4400000;154.6500000;154.6500000;1923800
NLMK;D;260618;000000;155.2200000;157.8500000;153.1300000;154.9400000;2957000
NLMK;D;270618;000000;155.1500000;155.5500000;152.0800000;153.7000000;2749170
NLMK;D;280618;000000;154.2000000;154.2500000;148.4700000;148.5900000;5119320
NLMK;D;290618;000000;149.7200000;152.9000000;149.3400000;151.8400000;3795690
NLMK;D;020718;000000;151.7900000;154.7000000;151.1000000;154.7000000;4073510
NLMK;D;030718;000000;154.3100000;155.0000000;151.7000000;153.0100000;3752880
NLMK;D;040718;000000;153.0500000;153.3200000;150.5700000;151.5300000;1756070
NLMK;D;050718;000000;150.8000000;154.2700000;150.4100000;154.2700000;2186620
NLMK;D;060718;000000;153.7000000;154.4500000;151.1500000;154.2700000;3413790
NLMK;D;090718;000000;154.2700000;158.0000000;154.0200000;157.4200000;3000400
NLMK;D;100718;000000;157.9600000;161.3600000;157.7000000;161.0000000;3071060
NLMK;D;110718;000000;159.3000000;159.8800000;157.0300000;158.5900000;3020890
NLMK;D;120718;000000;158.4200000;158.4200000;154.2400000;155.6500000;2447520
NLMK;D;130718;000000;156.4800000;158.0200000;155.7300000;158.0200000;1795670
NLMK;D;160718;000000;158.5200000;158.8300000;155.3300000;156.8900000;2056550
NLMK;D;170718;000000;156.9000000;158.4000000;154.6000000;157.0800000;2953150
NLMK;D;180718;000000;157.7900000;161.2800000;156.7400000;161.1000000;3120670
NLMK;D;190718;000000;162.0000000;163.0700000;158.7000000;159.8800000;3023470
NLMK;D;200718;000000;159.6000000;161.1600000;157.8200000;159.4600000;2317750
NLMK;D;230718;000000;159.5000000;161.3800000;158.0800000;159.4200000;1392050
NLMK;D;240718;000000;159.0100000;163.1900000;158.5500000;162.7500000;1865780
NLMK;D;250718;000000;161.2700000;163.9200000;160.9500000;161.0000000;1784350
NLMK;D;260718;000000;161.5000000;163.7800000;161.5000000;163.4500000;1990110
NLMK;D;270718;000000;163.0000000;164.0000000;162.0200000;163.6400000;1987200
NLMK;D;300718;000000;163.6900000;163.7800000;161.7500000;163.3000000;1816340
NLMK;D;310718;000000;162.8300000;162.9800000;160.3400000;162.4000000;3383450
NLMK;D;010818;000000;162.4000000;162.8400000;160.2000000;160.3200000;1621560
NLMK;D;020818;000000;160.6800000;161.9400000;158.5400000;159.8000000;1744140
NLMK;D;030818;000000;159.9400000;163.1200000;158.5400000;163.1200000;2229300
NLMK;D;060818;000000;163.0000000;164.6000000;161.8200000;161.8200000;1998940
NLMK;D;070818;000000;162.8600000;162.8800000;159.2800000;160.3200000;1347840
NLMK;D;080818;000000;160.0000000;161.0400000;155.5000000;158.9000000;3002950
NLMK;D;090818;000000;158.9800000;160.6200000;156.3600000;160.6200000;2193510
NLMK;D;100818;000000;156.0000000;157.6400000;148.7400000;152.0000000;5265070
NLMK;D;130818;000000;152.0000000;157.4400000;150.2400000;155.9000000;4526770
NLMK;D;140818;000000;156.0000000;156.9200000;153.1200000;155.4800000;3181060
NLMK;D;150818;000000;155.8800000;156.0000000;152.5200000;155.5400000;3817890
NLMK;D;160818;000000;154.6200000;155.4600000;153.3800000;153.3800000;1848560
NLMK;D;170818;000000;153.9200000;156.3600000;153.3200000;155.1600000;3040150
NLMK;D;200818;000000;156.4400000;158.4400000;155.6200000;157.7400000;1413290
NLMK;D;210818;000000;157.7800000;158.9800000;156.4000000;158.8000000;1381180
NLMK;D;220818;000000;158.8400000;161.1000000;156.9800000;160.7000000;2679950
NLMK;D;230818;000000;160.2600000;161.3600000;157.4600000;158.0000000;2079300
NLMK;D;240818;000000;158.0000000;159.5000000;155.7600000;159.5000000;2582180
NLMK;D;270818;000000;158.6000000;160.2000000;157.8400000;160.2000000;998030
NLMK;D;280818;000000;160.0000000;166.3400000;159.6400000;165.2000000;3269290
NLMK;D;290818;000000;164.9000000;169.0000000;164.7400000;168.3200000;2814030
NLMK;D;300818;000000;168.5000000;168.8800000;166.3600000;168.0000000;2536620
NLMK;D;310818;000000;167.1600000;167.2800000;163.9600000;165.6600000;3313640
NLMK;D;030918;000000;166.2000000;169.4400000;165.5000000;168.6000000;1701350
NLMK;D;040918;000000;168.6000000;169.1200000;164.7400000;164.7400000;2143310
NLMK;D;050918;000000;165.1000000;166.7600000;163.7800000;163.7800000;1679600
NLMK;D;060918;000000;163.7800000;165.7000000;163.4000000;163.5000000;1342540
NLMK;D;070918;000000;164.8600000;166.0000000;162.5200000;165.9400000;1676260
NLMK;D;100918;000000;165.7800000;170.0000000;165.1000000;170.0000000;2470360
NLMK;D;110918;000000;169.4600000;171.1000000;167.8000000;169.3600000;1865380
NLMK;D;120918;000000;168.8200000;169.9800000;168.0600000;169.7800000;1972310
NLMK;D;130918;000000;169.7400000;171.2800000;168.0200000;169.5200000;1867640
NLMK;D;140918;000000;169.4600000;170.3800000;168.5200000;170.2000000;1324140
NLMK;D;170918;000000;170.0200000;172.3000000;169.0000000;171.3400000;1808890
NLMK;D;180918;000000;171.5000000;173.9800000;170.1600000;173.3600000;3233080
NLMK;D;190918;000000;173.2000000;175.2000000;171.1200000;172.3400000;3852180
NLMK;D;200918;000000;173.0400000;176.9800000;172.5000000;174.8800000;4595360
NLMK;D;210918;000000;175.0200000;177.8200000;173.7200000;177.8200000;4232730
NLMK;D;240918;000000;177.3000000;179.6800000;175.3200000;176.6000000;1767620
NLMK;D;250918;000000;176.5000000;177.5200000;174.9000000;177.5200000;1355860
NLMK;D;260918;000000;177.4600000;177.9000000;171.5600000;171.5600000;3242840
NLMK;D;270918;000000;172.2600000;179.0000000;172.2400000;179.0000000;3642860
NLMK;D;280918;000000;178.9400000;178.9400000;175.1800000;177.9000000;2296590
NLMK;D;011018;000000;178.3800000;178.6200000;177.0000000;177.2200000;2066890
NLMK;D;021018;000000;177.9000000;179.5200000;177.2800000;178.5000000;1606630
NLMK;D;031018;000000;179.2400000;184.1400000;178.1000000;184.0000000;3474230
NLMK;D;041018;000000;183.7600000;184.8800000;181.7400000;182.0000000;2974760
NLMK;D;051018;000000;182.5000000;182.9800000;178.1000000;178.1000000;2224610
NLMK;D;081018;000000;179.3200000;180.9600000;178.4200000;178.4200000;2347000
NLMK;D;091018;000000;179.1000000;181.8000000;178.1000000;180.4000000;2268350
NLMK;D;101018;000000;179.1600000;180.8000000;176.0800000;176.3400000;2376640
NLMK;D;111018;000000;171.5600000;171.5600000;165.8200000;167.1000000;5095450
NLMK;D;121018;000000;167.5800000;168.3600000;165.2600000;168.2600000;1864770
NLMK;D;151018;000000;168.4800000;169.5800000;164.6000000;165.0000000;1888920
NLMK;D;161018;000000;165.2000000;167.9400000;163.9000000;167.8600000;3007760
NLMK;D;171018;000000;167.9600000;172.3000000;167.9600000;171.3000000;2812570
NLMK;D;181018;000000;171.1800000;171.6000000;166.0000000;166.0000000;2501050
NLMK;D;191018;000000;166.8000000;167.2800000;160.4000000;160.4000000;3477380
NLMK;D;221018;000000;161.8800000;161.9200000;157.5800000;158.5000000;2610840
NLMK;D;231018;000000;157.5200000;161.0200000;156.2800000;158.2000000;3261840
NLMK;D;241018;000000;159.3000000;162.3200000;156.5200000;156.7000000;4077280
NLMK;D;251018;000000;155.9800000;161.0600000;155.4200000;161.0000000;5612040
NLMK;D;261018;000000;160.9800000;160.9800000;155.6200000;158.7200000;2811920
NLMK;D;291018;000000;157.9600000;160.4800000;157.2200000;159.8400000;1621040
NLMK;D;301018;000000;159.3400000;160.4600000;156.1000000;158.0200000;2258510
NLMK;D;311018;000000;158.6800000;160.7800000;158.3800000;160.4200000;3094830
NLMK;D;011118;000000;159.7800000;160.2200000;156.9000000;159.0600000;3191920
NLMK;D;021118;000000;159.8600000;160.4800000;157.0200000;157.9400000;4011100
NLMK;D;061118;000000;158.2600000;158.7000000;157.0200000;157.9200000;2527940
NLMK;D;071118;000000;157.4600000;158.5000000;156.3000000;157.6000000;3351350
NLMK;D;081118;000000;157.6200000;158.2000000;156.8000000;156.8000000;2192830
NLMK;D;091118;000000;156.7000000;161.8800000;155.1200000;161.7400000;7088670
NLMK;D;121118;000000;161.8000000;163.3600000;160.5200000;160.9600000;2345770
NLMK;D;131118;000000;160.4600000;165.0000000;159.4000000;164.0000000;3194940
NLMK;D;141118;000000;164.0000000;166.5000000;163.0000000;164.6000000;3818090
NLMK;D;151118;000000;165.0600000;165.8200000;164.0000000;164.3800000;1895460
NLMK;D;161118;000000;164.3000000;164.8000000;162.0000000;164.2600000;1591800
NLMK;D;191118;000000;163.8000000;164.1400000;162.1600000;163.2400000;2205180
NLMK;D;201118;000000;162.8600000;163.5000000;160.9600000;163.5000000;2400210
NLMK;D;211118;000000;163.2200000;164.5400000;161.4800000;162.6600000;3529060
NLMK;D;221118;000000;162.5200000;164.3800000;162.5200000;163.8600000;2233060
NLMK;D;231118;000000;163.6800000;165.7400000;162.5400000;164.8600000;2620510
NLMK;D;261118;000000;165.4200000;165.8800000;160.6400000;162.2800000;2741940
NLMK;D;271118;000000;163.0000000;164.9400000;161.1800000;161.2000000;3973430
NLMK;D;281118;000000;161.9200000;162.3200000;158.6000000;159.0400000;3979000
NLMK;D;291118;000000;159.6200000;163.2400000;159.0600000;160.9600000;2881150
NLMK;D;301118;000000;161.0000000;161.7600000;157.2000000;158.3600000;4860770
NLMK;D;031218;000000;159.7000000;162.6200000;159.5000000;161.4400000;3286640
NLMK;D;041218;000000;161.2000000;161.2200000;159.1000000;161.1400000;3510700
NLMK;D;051218;000000;160.4200000;161.8400000;156.6200000;158.3800000;5121320
NLMK;D;061218;000000;157.5000000;157.9800000;156.2000000;157.7600000;2726120
NLMK;D;071218;000000;158.3800000;159.4600000;156.5000000;158.3600000;3109680
NLMK;D;101218;000000;158.2000000;158.4400000;156.0000000;156.0000000;3754350
NLMK;D;111218;000000;156.4800000;158.2400000;155.4600000;156.2600000;2924320
NLMK;D;121218;000000;156.1200000;157.6000000;155.6600000;156.5600000;2210860
NLMK;D;131218;000000;156.0400000;156.6200000;153.0000000;154.1600000;3787840
NLMK;D;141218;000000;153.8200000;153.9000000;150.7400000;151.6400000;2138860
NLMK;D;171218;000000;152.0400000;154.4400000;151.2000000;153.8400000;2370580
NLMK;D;181218;000000;153.1600000;155.7400000;152.0400000;154.8800000;2225640
